change,locode,name,name_wo_diacritics,subdivision,function,status,date,iata,coordinates,remarks,latitude,longitude,is_water_port
,CNHUY,Huayang,Huayang,AH,1-------,RL,1401,,,,,,1
,CNHUZ,Huazhou,Huazhou,44,--3-----,RL,0901,,2138N 11035E,,21.633333,110.583333,0
,CNHUE,Huchen,Huchen,ZJ,1-------,RL,1401,,,,,,1
,CNUIA,"Hui'an,Quanzhou","Hui'an,Quanzhou",FJ,123--6--,,2307,,2502N 11856E,,25.033333,118.933333,1
,CNHUW,Huidong,Huidong,SC,--3-----,RL,0501,,2639N 10235E,,26.650000,102.583333,0
,CNHID,Huidong Pt,Huidong Pt,GD,1-------,AS,1407,,2259N 11442E,,22.983333,114.700000,1
,CNHIK,Huikou,Huikou,AH,1-------,RL,1401,,,,,,1
,CNHLN,Huilong,Huilong,GD,--3-----,RL,1401,,,,,,0
,CNHNO,Huinong,Huinong,NX,--3-----,AS,1407,,,,,,0
,CNHQG,Huiqiang,Huiqiang,SH,--3-----,RL,1401,,,,,,0
=,CN,Huiyang = Huizhou,Huiyang = Huizhou,,,,,,,,,,0
,CNHUI,Huizhou,Huizhou,GD,123-----,AS,2107,,2305N 11422E,,23.083333,114.366667,1
,CNHKU,Hukou,Hukou,JX,1-------,RL,1401,,,,,,1
,CNHLE,Hulan Ergi,Hulan Ergi,HL,1-------,RL,1401,,,,,,1
,CNHUL,Hulin,Hulin,HL,1------B,AS,1407,,4547N 13257E,,45.783333,132.950000,1
,CNHUD,Huludao,Huludao,LN,1234----,AS,2107,,4045N 12051E,,40.750000,120.850000,1
,CNHLD,Hulunbuir Hailar Apt,Hulunbuir Hailar Apt,NM,---4----,AS,1601,,,,,,0
,CNHUM,Huma,Huma,HL,1-------,AS,1601,,5142N 12639E,,51.700000,126.650000,1
,CNHMN,Humen Pt,Humen Pt,GD,1-------,AS,1601,,2250N 11340E,,22.833333,113.666667,1
,CNHCG,Hunchun,Hunchun,JL,-23-----,AS,1401,,4252N 13022E,,42.866667,130.366667,0
,CNHUP,Huo Pt,Huo Pt,AH,1-------,RL,1401,,,,,,1
,CNXJH,Hutubi,Hutubi,XJ,--3-----,RL,1707,,4408N 08656E,,44.133333,86.933333,0
,CNHZH,Huzhou,Huzhou,ZJ,123-----,AS,2107,,3052N 12006E,,30.866667,120.100000,1
,CNJEM,Jeminay,Jeminay,XJ,--3-----,AS,0907,,4732N 08538E,,47.533333,85.633333,0
,CNJID,Jiading,Jiading,SH,-----6--,AS,1401,,3123N 12114E,,31.383333,121.233333,0
,CNJMS,Jiamusi Pt,Jiamusi Pt,HL,1-------,AS,1401,,,,,,1
,CNJIN,Jian,Jian,JX,--3-----,AS,1601,,2707N 11458E,,27.116667,114.966667,0
¦,CNKNC,Ji'an,Ji'an,JL,-2---6--,AS,2407,,4108N 12611E,,41.133333,126.183333,0
,CNJBI,Jianbi,Jianbi,JS,1-------,RL,1401,,,,,,1
,CNJDE,Jiande,Jiande,33,--3-----,RL,0901,,2928N 11916E,,29.466667,119.266667,0
,CNJAA,Jiang'an,Jiang'an,SC,1-------,RL,1401,,,,,,1
,CNJAN,Jiangan Railway Station,Jiangan Railway Station,HB,-2------,AS,1601,,,,,,0
,CNJCH,Jiangcheng,Jiangcheng,GD,1-------,AS,1401,,,,,,1
,CNMNK,Jiangcheng Mengkang,Jiangcheng Mengkang,YN,--3--6--,AA,2007,,2229N 10142E,,22.483333,101.700000,0
,CNJCN,Jiangchuan,Jiangchuan,YN,1-------,RL,1401,,,,,,1
,CNJIC,Jiangcun,Jiangcun,GD,-2------,RL,1401,,,,,,0
,CNJND,Jiangdu,Jiangdu,JS,--3-----,RL,0607,,3225N 11932E,,32.416667,119.533333,0
,CNJGH,Jianghai,Jianghai,GD,--3-----,RL,1401,,2234N 11308E,,22.566667,113.133333,0
,CNJGJ,Jiangjin,Jiangjin,CQ,1-------,RL,1401,,,,,,1
,CNFKJ,Jiangkou,Jiangkou,GD,1-------,AS,1407,,2327N 11130E,,23.450000,111.500000,1
,CNJKU,Jiangkou,Jiangkou,FJ,--3-----,RL,0207,,2528N 11911E,,25.466667,119.183333,0
,CNJKO,Jiangkou,Jiangkou,HB,1-------,RL,1401,,,,,,1
,CNJLE,Jiangle,Jiangle,35,--3-----,RL,0901,,2614N 11737E,,26.233333,117.616667,0
,CNJMN,Jiangmen,Jiangmen,GD,123-----,AS,2107,,2235N 11304E,,22.583333,113.066667,1
,CNJIP,Jiangping,Jiangping,GX,1-3-----,RL,1401,,,,,,1
,CNJPU,Jiangpu,Jiangpu,JS,1-------,RL,1401,,,,,,1
,CNJHN,Jiangshan,Jiangshan,33,--3-----,RL,0901,,2844N 11837E,,28.733333,118.616667,0
,CNJIS,Jiangshan Pt,Jiangshan Pt,GX,1-------,AS,1407,,2138N 10816E,,21.633333,108.266667,1
,CNGJS,Jiangsi,Jiangsi,52,-----6--,RL,0901,,2816N 10871E,,28.266667,109.183333,0
,CNJSU,Jiangsiu,Jiangsiu,11,--3-----,RQ,0901,,,,,,0
,CNJNX,Jiangxi,Jiangxi,HN,--3-----,RL,1401,,2714N 11022E,,27.233333,110.366667,0
,CNJYS,Jiangyan,Jiangyan,JS,-23-----,RL,1401,,3230N 12008E,,32.500000,120.133333,0
,CNJGY,Jiangyin,Jiangyin,FJ,1-3-----,RL,0601,,2528N 11918E,,25.466667,119.300000,1
,CNJIA,Jiangyin Pt,Jiangyin Pt,JS,1-------,AS,1601,,3154N 12017E,,31.900000,120.283333,1
,CNJLI,Jianli,Jianli,HB,1-------,RL,1401,,,,,,1
,CNJTO,Jiantiao,Jiantiao,ZJ,1-------,RL,1401,,,,,,1
,CNJAG,Jianyang,Jianyang,35,--3-----,RL,0901,,2720N 11807E,,27.333333,118.116667,0
,CNJXN,Jiao Xin,Jiao Xin,GD,1-3-----,RQ,0101,,,,,,1
,CNJOJ,Jiaojiang,Jiaojiang,33,--3-----,RL,0901,,2840N 12126E,,28.666667,121.433333,0
,CNJOK,Jiaokou,Jiaokou,GD,1-------,AS,1601,,,,,,1
,CNJSG,Jiaoshan Pt,Jiaoshan Pt,ZJ,1-------,AS,1401,,,,,,1
,CNJZH,Jiaozhou,Jiaozhou,SD,-23456--,RL,2207,,3617N 12000E,,36.283333,120.000000,0
,CNJZO,Jiaozuo,Jiaozuo,HA,-23-----,RL,0601,,3515N 11309E,,35.250000,113.150000,0
,CNJSA,Jiashan,Jiashan,JL,--3--6--,RL,0607,,4309N 12500E,,43.150000,125.000000,0
,CNJAS,Jiashan,Jiashan,ZJ,--3-----,RQ,1007,,3050N 12054E,,30.833333,120.900000,0
,CNJAX,Jiaxing,Jiaxing,ZJ,1-------,AS,1907,,3046N 12045E,,30.766667,120.750000,1
,CNJAY,Jiayin,Jiayin,HL,1-------,AS,1601,,4852N 13022E,,48.866667,130.366667,1
,CNJGN,Jiayuguan,Jiayuguan,GS,---4-6--,RL,1401,,,,,,0
,CNJIZ,Jiazi,Jiazi,GD,1-------,AS,1601,,2252N 11603E,,22.866667,116.050000,1
,CNJES,Jieshi,Jieshi,GD,1-------,RL,1401,,,,,,1
,CNJXI,Jiexi,Jiexi,,--3-----,RQ,9705,,,,,,0
,CNJYG,Jieyang,Jieyang,,--3-----,RQ,9705,,,,,,0
,CNSWA,Jieyang Chaoshan Apt,Jieyang Chaoshan Apt,GD,---4----,AS,1601,,,,,,0
,CNJIL,Jilin,Jilin,JL,--34----,RL,9901,,,,,,0
,CNJLZ,Jilin Railway Station,Jilin Railway Station,JL,-2------,AS,1601,,,,,,0
,CNJIM,"Jimei,Xiamen","Jimei,Xiamen",FJ,-23--6--,,2307,,2435N 11806E,,24.583333,118.100000,0
,CNJMY,Jimiya,Jimiya,SD,1-------,AS,1401,,,,,,1
,CNJMO,Jimo,Jimo,SD,--3-----,RL,0607,,3623N 12028E,,36.383333,120.466667,0
,CNJMU,Jimusi,Jimusi,HL,1234----,AS,2107,,,,,,1
,CNJNA,Jinan,Jinan,SD,-2345---,AS,1601,,3640N 11700E,,36.666667,117.000000,0
,CNTNA,Jinan Yaoqiang International Apt,Jinan Yaoqiang International Apt,SD,---4----,AS,1601,,,,,,0
+,CNJCE,Jincheng,Jincheng,SX,-23--6--,,2407,,3529N 11250E,,35.483333,112.833333,0
,CNDMJ,Jingan,Jingan,GD,1-------,AS,1407,,,,,,1
,CNJIH,Jing'an,Jing'an,JX,--3-----,RL,0207,,2851N 11520E,,28.850000,115.333333,0
,CNJDZ,Jingdezhen,Jingdezhen,JX,-----6--,AS,1601,,2917N 11713E,,29.283333,117.216667,0
,CNJGS,Jinggangshan Apt,Jinggangshan Apt,JX,---4----,RL,1401,,,,,,0
,CNHLJ,Jinghai,Jinghai,GD,1-------,AS,1407,,2302N 11618E,,23.033333,116.300000,1
,CNJHH,"Jinghai, Tianjing","Jinghai, Tianjing",TJ,--3--6--,AA,2301,,3854N 11656E,,38.900000,116.933333,0
,CNJOG,Jinghong,Jinghong,YN,1-------,AS,1401,,2201N 10048E,,22.016667,100.800000,1
,CNJIJ,Jingjiang,Jingjiang,JS,123-----,AS,2107,,3202N 12017E,,32.033333,120.283333,1
,CNJGM,Jingmen,Jingmen,42,--3-----,RL,0901,,3102N 11212E,,31.033333,112.200000,0
,CNJTG,Jingtang Pt,Jingtang Pt,HE,1-------,AS,1401,,,,,,1
,CNJGU,Jinguzhou,Jinguzhou,GD,1-3-----,RL,0407,,2231N 11301E,,22.516667,113.016667,1
,CNJGX,Jingxian,Jingxian,13,--3-----,RL,0901,,3743N 11542E,,37.716667,115.700000,0
,CNJGZ,Jingzhou,Jingzhou,HB,--3-----,RL,0307,,3021N 11211E,,30.350000,112.183333,0
,CNJZK,Jingzhou Pt,Jingzhou Pt,HB,1-------,AS,1407,,3018N 11216E,,30.300000,112.266667,1
,CNJNH,Jinhaian,Jinhaian,GD,1-------,AS,1401,,,,,,1
,CNJHK,Jinhekou,Jinhekou,AH,1-------,RL,1401,,,,,,1
,CNJHA,Jinhua,Jinhua,ZJ,-23--6--,AS,1601,,2907N 11939E,,29.116667,119.650000,0
,CNJNN,Jining,Jining,NM,-2------,RL,1401,,,,,,0
,CNJII,Jining,Jining,HN,--3-----,RL,9901,,,,,,0
,CNJNG,Jining,Jining,SD,-2-4----,AS,1601,,3523N 11633E,,35.383333,116.550000,0
,CNJJI,Jinjiang,Jinjiang,SH,--3-----,RL,1401,,,,,,0
,CNJJD,Jinjiang Dry Port,Jinjiang Dry Port,FJ,----56--,AS,1807,,2447N 11826E,,24.783333,118.433333,0
,CNPTJ,Jinjing,Jinjing,FJ,1-------,AS,1407,,2530N 11947E,,25.500000,119.783333,1
,CNJNL,Jinli,Jinli,GD,1-------,RL,1401,,,,,,1
,CNJPI,Jinpai,Jinpai,HI,1-------,RL,1401,,,,,,1
,CNJQI,Jinqiao,Jinqiao,SH,-23-----,RL,0601,,3115N 12136E,,31.250000,121.600000,0
,CNJNS,Jinshan,Jinshan,SH,-----6--,AS,1401,,3054N 12109E,,30.900000,121.150000,0
¦,CNJSI,Jinshi,Jinshi,HN,--3-----,RQ,2407,,2936N 11154E,coordinates,29.600000,111.900000,0
,CNJSH,Jinshuihe,Jinshuihe,YN,--3-----,AS,1401,,3317N 10752E,,33.283333,107.866667,0
,CNJTN,Jintan,Jintan,32,--3-----,RL,0901,,3145N 11935E,,31.750000,119.583333,0
,CNJWN,Jinwan,Jinwan,GD,--3-----,RL,1401,,2207N 11334E,,22.116667,113.566667,0
,CNIXI,Jinxi,Jinxi,21,-----6--,RL,0901,,4045N 12050E,,40.750000,120.833333,0
,CNJYN,Jinyun,Jinyun,33,--3-----,RL,0901,,2839N 12003E,,28.650000,120.050000,0
+,CNJZN,Jinzhong,Jinzhong,SX,-23--6--,,2407,,3741N 11244E,,37.683333,112.733333,0
,CNJZI,Jinzhou,Jinzhou,HE,--3-----,RQ,0907,,3801N 11402E,,38.016667,114.033333,0
,CNJNZ,Jinzhou Pt,Jinzhou Pt,LN,1-------,AS,1601,,4107N 12109E,,41.116667,121.150000,1
,CNJSO,Jishou,Jishou,HN,-23-----,RL,1401,,2819N 10943E,,28.316667,109.716667,0
,CNJUI,Jishui,Jishui,36,--3-----,RL,0901,,2713N 11507E,,27.216667,115.116667,0
,CNGDJ,Jiugang,Jiugang,44,-----6--,RL,0901,,2156N 11129E,,21.933333,111.483333,0
,CNJIU,Jiujiang,Jiujiang,JX,1234----,AS,2107,,2943N 11558E,,29.716667,115.966667,1
,CNJUJ,Jiujiang,Jiujiang,GD,1-------,AS,1401,,2250N 11300E,,22.833333,113.000000,1
,CNJUL,Jiuli,Jiuli,JS,1-------,RL,1401,,,,,,1
,CNJLP,Jiulongpo Pt,Jiulongpo Pt,CQ,1-------,AS,1601,,,,,,1
,CNJUQ,Jiuquan,Jiuquan,GS,-23-----,AS,2107,,3944N 09831E,,39.733333,98.516667,0
,CNJUZ,Jiuzhen,Jiuzhen,FJ,1-------,AS,1601,,2402N 11742E,,24.033333,117.700000,1
,CNJZU,Jiuzhou Pt,Jiuzhou Pt,GD,1-------,AS,1601,,,,,,1
,CNXII,Jixi,Jixi,,--3-----,RL,0901,,3004N 11835E,,30.066667,118.583333,0
,CNJIX,Jixian,Jixian,TJ,-----6--,AS,1601,,4002N 11724E,,40.033333,117.400000,0
,CNJYA,Jiyuan,Jiyuan,46,--3-----,RL,0901,,3651N 12031E,,36.850000,120.516667,0
,CNJRG,Jurong,Jurong,JS,1-34----,RL,1401,,3155N 11910E,,31.916667,119.166667,1
,CNKFG,Kaifeng,Kaifeng,HA,123-----,RL,0907,,3447N 11420E,,34.783333,114.333333,1
,CNKAH,Kaihua,Kaihua,33,--3-----,RL,0901,,2908N 11824E,,29.133333,118.400000,0
,CNKAI,Kaikou,Kaikou,GZ,0-------,RL,1401,,,,,,0
,CNKJH,Kaili,Kaili,FJ,-234-6--,AS,1901,,2635N 10758E,,26.583333,107.966667,0
,CNKAP,Kaiping,Kaiping,GD,--3-----,RL,0507,,2222N 11241E,,22.366667,112.683333,0
,CNKPN,Kaiping,Kaiping,HE,--3-----,RL,0201,,3942N 11818E,,39.700000,118.300000,0
,CNKST,Kaishantun,Kaishantun,JL,--3-----,AS,1401,,4241N 12946E,,42.683333,129.766667,0
,CNKIY,Kaiyun,Kaiyun,43,-----6--,RL,0901,,2714N 11252E,,27.233333,112.866667,0
,CNKLS,Kalasu,Kalasu,XJ,--3-----,AS,1601,,,,,,0
,CNKGT,Kangding,Kangding,SC,---4----,RL,0907,,3808N 10144E,,38.133333,101.733333,0
,CNKQI,Kangqiao,Kangqiao,SN,--3-----,RL,0607,,3441N 10918E,,34.683333,109.300000,0
,CNKZG,Kangzhou Pt,Kangzhou Pt,GD,1-------,AS,1401,,,,,,1
,CNKMN,Kanmen,Kanmen,ZJ,1-------,RL,1401,,,,,,1
,CNKRY,Karamay,Karamay,XJ,--34----,RL,1401,,4530N 08455E,,45.500000,84.916667,0
,CNKSS,Kashi,Kashi,XJ,--3-----,AS,1407,,,,,,0
,CNKHG,Kashi Apt,Kashi Apt,XJ,---4----,AS,1601,,,,,,0
,CNKOL,Korla,Korla,XJ,-----6--,AS,1407,,,,,,0
,CNKYG,Kuiyong,Kuiyong,GD,--3-----,RL,0601,,2237N 11426E,,22.616667,114.433333,0
,CNKJP,Kunjirap,Kunjirap,XJ,--3-----,AS,1401,,3653N 07523E,,36.883333,75.383333,0
,CNKNM,Kunming,Kunming,YN,---45---,AS,1401,,2504N 10242E,,25.066667,102.700000,0
,CNKMG,Kunming Wujiaba International Apt,Kunming Wujiaba International Apt,YN,---4----,AS,1601,,,,,,0
,CNKUS,Kunshan,Kunshan,JS,-----6--,AS,1601,,3123N 12057E,,31.383333,120.950000,0
,CNKCA,Kuqa Apt,Kuqa Apt,XJ,---4----,RL,1401,,,,,,0
,CNKUY,Kuytun Railway Station,Kuytun Railway Station,XJ,-2------,AS,1601,,,,,,0
,CNLAA,Lai An,Lai An,11,--3-----,RL,0901,,3227N 11825E,,32.450000,118.416667,0
,CNLBI,Laibin,Laibin,GX,-23-----,RL,1401,,2342N 10916E,,23.700000,109.266667,0
,CNLWS,Laiwu,Laiwu,SD,-----6--,AS,1407,,,,,,0
,CNCSL,Laiwu,Laiwu,GD,1-------,AS,1407,,,,,,1
,CNLIX,Laixi,Laixi,37,--3-----,RL,0901,,3651N 12031E,,36.850000,120.516667,0
,CNLYD,Laiyang,Laiyang,SD,-23-----,RL,1401,,3654N 12043E,,36.900000,120.716667,0
,CNLZO,Laizhou Pt,Laizhou Pt,SD,1-------,AS,1601,,3710N 11957E,,37.166667,119.950000,1
,CNLFZ,Langfang,Langfang,HE,-----6--,AS,1401,,3931N 11642E,,39.516667,116.700000,0
,CNLSN,Lanshan Pt,Lanshan Pt,SD,1-------,AS,1407,,3504N 11922E,,35.066667,119.366667,1
,CNLNS,Lanshi,Lanshi,GD,1-------,AS,1401,,,,,,1
,CNLSI,Lanshi,Lanshi,HN,--3-----,RL,0907,,2609N 11336E,,26.150000,113.600000,0
,CNLXI,Lanxi,Lanxi,ZJ,123-----,RL,0907,,2912N 11928E,,29.200000,119.466667,1
,CNLAZ,Lanzhou,Lanzhou,GS,-2-45---,AS,1401,,3604N 10351E,,36.066667,103.850000,0
,CNLHW,Lanzhou Zhongchuan Apt,Lanzhou Zhongchuan Apt,GS,---4----,AS,1601,,,,,,0
,CNLLY,Laocheng,Laocheng,HI,--3-----,RL,1401,,1957N 11007E,,19.950000,110.116667,0
,CNLDK,Laodukou,Laodukou,HB,1-------,RL,1401,,,,,,1
,CNLHS,Laohushao,Laohushao,JL,--3----B,AS,1401,,,,,,0
,CNLAL,Laolong,Laolong,GD,1-------,RL,1401,,,,,,1
,CNLXH,Laoxiahe,Laoxiahe,AH,1-------,RL,1401,,,,,,1
,CNLYM,Laoyemiao,Laoyemiao,XJ,--3-----,AS,1401,,4442N 09402E,,44.700000,94.033333,0
,CNLNG,Ledong,Ledong,HI,--3-----,RQ,0907,,1837N 10847E,,18.616667,108.783333,0
,CNLYN,Leiyang,Leiyang,HN,-2------,RL,1401,,,,,,0
,CNLLG,Leling,Leling,SD,-----6--,RL,1107,,3744N 11713E,,37.733333,117.216667,0
,CNLUU,Leliu,Leliu,GD,--3-----,RL,0201,,2250N 11307E,,22.833333,113.116667,0
,CNLPI,Leping,Leping,GD,--3-----,RL,0607,,2314N 11302E,,23.233333,113.033333,0
,CNLES,Leshan,Leshan,SC,-23--6--,AS,2107,,2936N 10344E,,29.600000,103.733333,0
,CNLTP,Letianxi Pt,Letianxi Pt,HB,1-------,RL,1401,,,,,,1
,CNLEZ,Lezhu,Lezhu,GD,--3-----,RL,0407,,2244N 11208E,,22.733333,112.133333,0
,CNLHA,Lhasa,Lhasa,XZ,---45---,AS,1601,,2939N 09108E,,29.650000,91.133333,0
,CNLXA,Lhasa Gongga Apt,Lhasa Gongga Apt,XZ,---4----,AS,1601,,,,,,0
,CNLHG,Liancheng,Liancheng,GD,-23--6--,RL,0601,,2137N 11017E,,21.616667,110.283333,0
,CNLCX,Liancheng Apt,Liancheng Apt,FJ,---4----,RL,1401,,,,,,0
,CNLGP,Liangping,Liangping,CQ,---4----,RL,1401,,3049N 10742E,,30.816667,107.700000,0
,CNLIH,Lianhuashan Pt,Lianhuashan Pt,GD,1-------,AS,1601,,2301N 11516E,,23.016667,115.266667,1
,CNLNJ,Lianjiang,Lianjiang,JX,--3-----,RL,0607,,2620N 11521E,,26.333333,115.350000,0
,CNLNX,Lianxia,Lianxia,44,--3-----,RL,0901,,2330N 11646E,,23.500000,116.766667,0
,CNLYG,Lianyungang,Lianyungang,JS,1-------,AS,1601,,3443N 11926E,,34.716667,119.433333,1
,CNLIZ,Lianzhou,Lianzhou,GD,1-3-----,RL,1401,,2446N 11221E,,24.766667,112.350000,1
,CNLBU,Liaobu,Liaobu,GD,--3-----,RL,0001,,,,,,0
¦,CNLCH,Liaocheng,Liaocheng,SD,-23--6--,AS,2407,,3626N 11557E,,36.433333,115.950000,0
,CNLYS,Liaoyang,Liaoyang,LN,-----6--,AS,1407,,,,,,0
,CNLOY,Liaoyuan,Liaoyuan,22,-----6--,RL,0901,,4254N 12508E,,42.900000,125.133333,0
,CNLIB,Libo,Libo,GZ,--3-----,RL,1401,,2524N 10752E,,25.400000,107.866667,0
,CNLIC,Licheng,Licheng,SD,-2------,RL,1401,,,,,,0
,CNLID,Lidao,Lidao,SD,1-------,RL,1401,,,,,,1
,CNLHU,Lihu,Lihu,GD,--3-----,RL,0201,,2322N 11602E,,23.366667,116.033333,0
,CNLAG,Lijiang,Lijiang,GX,--3-----,RQ,1001,,2309N 10711E,,23.150000,107.183333,0
,CNLIJ,Lijiang,Lijiang,SD,1-------,RL,1401,,,,,,1
,CNLJG,Lijiang,Lijiang,YN,-234----,AS,2107,,,,,,0
,CNLIL,Liling,Liling,HN,-2------,AS,1601,,,,,,0
,CNLLI,Liling,Liling,HN,123-----,RL,0601,,2740N 11329E,,27.666667,113.483333,1
,CNACH,Lin,Lin,13,--3-----,RL,0901,,3802N 11449E,,38.033333,114.816667,0
,CNLNA,Lin'an,Lin'an,ZJ,--3-----,RL,1401,,3014N 11943E,,30.233333,119.716667,0
,CNLNC,Lincang,Lincang,YN,---4----,RL,0907,LNJ,2354N 10002E,,23.900000,100.033333,0
,CNLGE,Lincheng,Lincheng,46,--3-----,RL,0901,,1954N 10941E,,19.900000,109.683333,0
,CNLFG,Linfen,Linfen,SX,-23-----,AA,2107,,3605N 11131E,,36.083333,111.516667,0
,CNLGN,Lingcheng,Lingcheng,GX,--3--6--,RL,0507,,2242N 11020E,,22.700000,110.333333,0
,CNLLF,Lingling Apt/Yongzhou,Lingling Apt/Yongzhou,HN,---4----,RL,1401,,,,,,0
,CNLSA,Lingshan,Lingshan,HI,--3-----,RL,1401,,1957N 11025E,,19.950000,110.416667,0
,CNLNH,Linhai,Linhai,ZJ,1-3--6--,RL,0407,,2851N 12107E,,28.850000,121.116667,1
,CNLIN,Linjiang,Linjiang,JL,--3-----,AS,1401,,4149N 12653E,,41.816667,126.883333,0
,CNTNC,Lintao,Lintao,GS,1-------,RL,1401,,,,,,1
,CNLNI,Linxi,Linxi,NM,---4----,RL,0907,LXI,2557N 10937E,,25.950000,109.616667,0
,CNLYI,Linyi,Linyi,SD,-23-----,AS,2107,,3503N 11820E,,35.050000,118.333333,0
,CNLNZ,Linzi,Linzi,SD,-23-----,RL,1401,,3648N 11817E,,36.800000,118.283333,0
,CNLIP,Liping,Liping,GZ,--34----,RL,0907,HZH,3247N 10640E,,32.783333,106.666667,0
,CNLQN,Liquan,Liquan,61,--3-----,RL,0901,,3429N 10825E,,34.483333,108.416667,0
,CNLSS,Lishui,Lishui,ZJ,-----6--,AS,1407,,,,,,0
,CNLUI,Lisui,Lisui,BJ,1-3-----,RL,0601,,4004N 11645E,,40.066667,116.750000,1
,CNIUA,Liuan,Liuan,34,--3-----,RL,0901,,3437N 11621E,,34.616667,116.350000,0
,CNLUD,Liudu,Liudu,GD,1-------,AS,1601,,2304N 11200E,,23.066667,112.000000,1
,CNLJP,Liujia Pt,Liujia Pt,HB,1-------,RL,1401,,,,,,1
,CNLJD,Liujiadu,Liujiadu,AH,1-------,RL,1401,,,,,,1
,CNLJI,Liujiang,Liujiang,GX,--3-----,RQ,1007,,2248N 10933E,,22.800000,109.550000,0
,CNLJN,Liujing,Liujing,GX,1-------,RL,1401,,,,,,1
,CNLKP,Liukou Pt,Liukou Pt,HB,1-------,RL,1401,,,,,,1
,CNLPS,Liupanshui,Liupanshui,GZ,-2------,RL,1401,,,,,,0
,CNLZL,Liusha,Liusha,GD,1-------,AS,1407,,2054N 11004E,,20.900000,110.066667,1
,CNXML,Liuwudian,Liuwudian,FJ,1-------,AS,1407,,,,,,1
,CNLIU,Liuyang,Liuyang,HN,1-------,RL,1401,,,,,,1
,CNLZH,Liuzhou,Liuzhou,GX,123-----,AS,2107,,2319N 10924E,,23.316667,109.400000,1
,CNLZP,Liuzuo Pt,Liuzuo Pt,HB,1-------,RL,1401,,,,,,1
,CNLIY,Liyang,Liyang,32,--3-----,RL,0901,,3126N 11929E,,31.433333,119.483333,0
,CNLYP,Liying Pt,Liying Pt,HB,1-------,RL,1401,,,,,,1
,CNLOG,Longan,Longan,GX,--3-----,RQ,1001,,2311N 10741E,,23.183333,107.683333,0
,CNLGA,Long'an,Long'an,GX,1-------,RL,1401,,,,,,1
,CNLGB,Longbang,Longbang,GX,--3-----,AS,1401,,2254N 10619E,,22.900000,106.316667,0
,CNLDG,Longdong,Longdong,GD,--3-----,RL,1401,,,,,,0
,CNLGG,Longgang,Longgang,GD,--3-----,RL,0307,,2244N 11416E,,22.733333,114.266667,0
,CNLGU,Longguan,Longguan,HE,1-3-----,RL,0601,,4046N 11534E,,40.766667,115.566667,1
,CNLGI,Longhai,Longhai,HN,1-3-----,RL,0601,,2628N 11316E,,26.466667,113.266667,1
,CNLGH,Longhua,Longhua,GD,--3-----,RL,0001,,,,,,0
,CNLLJ,Longjiang,Longjiang,GD,--3-----,RL,0201,,2300N 11611E,,23.000000,116.183333,0
,CNLKU,Longkou Pt,Longkou Pt,SD,1-------,AS,1601,,3739N 12021E,,37.650000,120.350000,1
,CNLMN,Longmen,Longmen,GX,1-------,RL,1401,,,,,,1
,CNLOA,Longnan,Longnan,JX,--3-----,RL,1401,,2454N 11447E,,24.900000,114.783333,0
,CNLPP,Longping Pt,Longping Pt,HB,1-------,RL,1401,,,,,,1
,CNLGW,Longwu,Longwu,SH,1-------,AS,1601,,,,,,1
,CNLYF,Longyan,Longyan,FJ,-----6--,AS,1407,,,,,,0
,CNLGY,Longyan Pt,Longyan Pt,SD,1-------,AS,1407,,3726N 12238E,,37.433333,122.633333,1
,CNLYO,Longyao,Longyao,HE,--3-----,RL,1401,,3721N 11446E,,37.350000,114.766667,0
,CNLOZ,Longzhou,Longzhou,GX,1-------,RL,1401,,,,,,1
,CNLDI,Loudi,Loudi,HN,--3-----,AA,2201,,2742N 11201E,,27.700000,112.016667,0
,CNLOS,Loushan,Loushan,SD,-2------,RL,1401,,,,,,0
,CNLUN,Lu'an,Lu'an,AH,1-3-----,RL,0607,,3144N 11629E,,31.733333,116.483333,1
,CNLJK,Luanjiakou,Luanjiakou,SD,1-------,RL,1401,,,,,,1
,CNUBU,Lubu,Lubu,GD,1-------,RL,1401,,,,,,1
,CNLCP,Lucheng Pt,Lucheng Pt,HB,1-------,RL,1401,,,,,,1
,CNLFN,Lufeng,Lufeng,GD,1-3-----,RL,0601,,2257N 11538E,,22.950000,115.633333,1
,CNLUH,Lü-hua Shan,Lu-hua Shan,ZJ,1-------,RL,0401,,3049N 12237E,,30.816667,122.616667,1
,CNLNN,Lunan,Lunan,AH,1-------,RL,1401,,,,,,1
,CNLJO,Lunjiao,Lunjiao,GD,--3-----,RL,1401,,2252N 11312E,,22.866667,113.200000,0
,CNLUB,Luobei,Luobei,HL,1-------,AS,1601,,4734N 13049E,,47.566667,130.816667,1
,CNLCW,Luochongwei,Luochongwei,GD,--3-----,RL,1401,,,,,,0
,CNLCN,Luocun,Luocun,GD,--3-----,RL,0607,,2303N 11302E,,23.050000,113.033333,0
,CNLUO,Luoding,Luoding,GD,--3-----,RL,1401,,,,,,0
,CNLUG,Luogang,Luogang,GD,--3-----,RL,1401,,,,,,0
,CNLHE,Luohe,Luohe,HA,-----6--,AS,1601,,,,,,0
,CNLOH,Luohuang,Luohuang,CQ,1-------,RL,1401,,,,,,1
,CNLJT,Luojingtan,Luojingtan,HB,1-------,RL,1401,,,,,,1
,CNLHN,Luoniushan,Luoniushan,HI,--3-----,RL,1401,,1954N 11033E,,19.900000,110.550000,0
